,Make,Number.of.Engines,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,total_pop,perc_of_total_fatal,perc_of_total_serious,perc_of_total_minor,perc_of_total_uninjured,counter,fatality_perc,injury_perc,uninjured_perc
6369,L goldner,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6370,Kyle m sward / larry w sward,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6371,Koster,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6372,Kramer,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6373,Kral,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6374,Kraetzner,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6375,Kowtun,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6376,Koval,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6377,Koutz,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6378,Koth larry,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6379,Korzep,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6380,Kwech,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6381,Korsch,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6382,Korrison tom,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6383,Kopp robert e,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6384,Kopp,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6385,Kope,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6386,Koopsen,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6387,Koons-donald,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6388,Kramer clemens e,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6389,Krejci,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6390,Krips,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6391,Krips jack e jr,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6392,Kuykendall charles,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6393,Kuster,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6394,Kurzenburger stuka,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6395,Kuntz,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6396,Kundel,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6397,Kunc,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6398,Kumhyr david b,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6399,Kucki,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6400,Kubassek david,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6401,Krusmark david homer,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6402,Krugler,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6403,Krug,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6404,Krueter,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6405,Kruer,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6406,Krueger,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6407,Mareik-bensen,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6408,Margeson/heidebrink,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6409,Marier,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6410,Monte clark,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6411,Moore thomas o,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6412,Moore sammie,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6413,Moore glenn,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6414,Moore edward r,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6415,Moore byron j,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6416,Moon,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6417,Moody-siple,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6418,Monroig pedro j,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6419,Morelli,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6420,Monnett - larsen,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6421,Monnet,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6422,Monett-keating,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6423,Monerai,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6424,Moncrief,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6425,Monard,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6426,Molino oy,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6427,Moore-van,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6428,Morgan james e,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6429,Motley gary w,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6430,"Morse, frank l.",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6431,Moss timothy c,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6432,Mosley hs,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6433,Mosley high school,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6434,Mosier robert s,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6435,Moseley/scorpion,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6436,Moseler,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6437,Mortensen,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6438,Morse,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6439,Morgan t. melton,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6440,Morrison-keitel,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6441,Morris thomas lee,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6442,Morris b. stephens,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6443,Morris,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6444,Mormile francis w,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6445,Mork,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6446,Moriarty marvin,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6447,"Moffitt, william a.",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6448,Moffitt oscar/ kit prostar a/c,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6449,Moe-pietenpol,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6450,Milholland,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6451,Miller roger,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6452,Miller raymond a,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6453,Miller j kirtley,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6454,Miller gregory s,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6455,Miller charles w,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6456,Miller air sports,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6457,Miller,2.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6458,Miles atwood,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6459,Modrow,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6460,Milentz,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6461,Mikoyan,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6462,Mikowski,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6463,Mike stone,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6464,Mike reed,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6465,Mignet,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6466,Migas,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6467,"Miller, john",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6468,Milliken,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6469,Mills gregory t,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6470,Mince,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6471,Mocock,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6472,Mockrud,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6473,Mockler,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6474,Mize donald,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6475,Mitteer,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6476,Mitchell/bede,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6477,Mitchell derryle v,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6478,Mistretta,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6479,Mischke,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6480,Mischanko,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6481,Minkler,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6482,Mini-max,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6483,Mini max,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6484,Mini ace,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6485,Miner,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6486,Mossman michael d,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6487,Motley vans,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6488,Miehl,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6489,Nelsen lynn h,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6490,Nelson/nelson,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6491,Nelson sydney/nelson diann,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6492,Nelson sydney,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6493,Nelson miles,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6494,Nelson larry l,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6495,Nelson dan h,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6496,Nelsen-david,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6497,Neland richard l,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6498,Netz,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6499,Neely b d,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6500,Neefjes,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6501,Nbb inc,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6502,Navy,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6503,Nash cassutt racer,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6504,Narzinski,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6505,Nappi tito c,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6506,Nerstrom-tailwind,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6507,Neumann-everett,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6508,Motorized gliders,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6509,Nicolosi,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6510,No american/rogers b l,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6511,Nixon,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6512,Nix,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6513,Niemann,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6514,Nielsen martin m,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6515,Niedzielski,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6516,Nicoson,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6517,Nicolas beasely,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6518,Newberg,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6519,Nickelson martin,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6520,Nicholson david f,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6521,"Nichols rans, inc.",1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6522,Nichols,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6523,Nicely,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6524,Neyman-pietenpol,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6525,Newell thomas,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6526,Napper,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6527,Nall,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6528,Nalis,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6529,Muffett,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6530,Murch,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6531,Murawski,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6532,Munson roger j,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6533,Mulloy charles,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6534,Mullinax,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6535,Mulholland,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6536,Mulec frank a,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6537,Mueller michael walter,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6538,Nagel,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6539,Mudry,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6540,Mrotek,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6541,Mrazek,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6542,Moynihan richard d,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6543,Moynahan,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6544,Moyes b/bailey b,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6545,Mottier,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6546,Murdock,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6547,Murdock/gates/field,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6548,Murphey,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6549,Murphy-charles,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6550,Nabole,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6551,Naaman haren,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6552,Na,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6553,Myron oleson,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6554,Myers donald e,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6555,Mxr technologies inc,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6556,Muxlow,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6557,Mustari,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6558,Musso,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6559,Musick/terratorn,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6560,Musick,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6561,Murrin frederick l,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
6562,Murray r. gardner,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
6563,Murray frank h,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6564,Murray blair l,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
6565,Mielec,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
6566,Midwest microlites -,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
