,Make,Number.of.Engines,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,total_pop,perc_of_total_fatal,perc_of_total_serious,perc_of_total_minor,perc_of_total_uninjured,counter,fatality_perc,injury_perc,uninjured_perc
1538,Rowe dennis a,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1539,Reims aviation s.a.,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1540,Independent technologies inc,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1541,Barnett allen s,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1542,Indus,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
1543,Barnett,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,2,0.0,50.0,50.0
1544,Rominger,1.0,1.0,0.0,0.0,1.0,2.0,0.0019919921913906097,0.0,0.0,0.0002263011751820027,2,50.0,0.0,50.0
1545,James e causey,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1546,Roman,1.0,1.0,1.0,0.0,0.0,2.0,0.0019919921913906097,0.0046779248725265475,0.0,0.0,1,50.0,50.0,0.0
1547,Williams helicopter corp,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,2,0.0,100.0,0.0
1548,Roach neil,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1549,Rjb aviation,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1550,Johnson glenn l,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1551,Johnson joel h,1.0,1.0,1.0,0.0,0.0,2.0,0.0019919921913906097,0.0046779248725265475,0.0,0.0,1,50.0,50.0,0.0
1552,Johnson kenneth,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1553,Kauffman,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,2,0.0,50.0,50.0
1554,Rivers lindsey lee,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
1555,Ritter john i,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1556,Johnston,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,1,0.0,50.0,50.0
1557,Baby bird,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1558,"Riley, donald",1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
1559,Riggs kenneth w,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
1560,Jones peter m,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1561,Jones ronald c,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1562,Jonker sailplanes (pty) ltd,1.0,1.0,0.0,0.0,1.0,2.0,0.0019919921913906097,0.0,0.0,0.0002263011751820027,2,50.0,0.0,50.0
1563,Johnson garret w,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1564,Kaufmann,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1565,James d riggs,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
1566,Johnny f anderson,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,1,0.0,50.0,50.0
1567,Robert j. jackson,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1568,Robert j reimbold,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1569,John lauer,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1570,Robert hamblin,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1571,Robert golding,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1572,Kearns,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0036392750564087635,0.0002263011751820027,1,0.0,50.0,50.0
1573,Robert frisbey,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1574,John roscoe,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1575,Robert fitts,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1576,Robert eldon idler,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
1577,Rice,1.0,1.0,0.0,1.0,0.0,2.0,0.0019919921913906097,0.0,0.0036392750564087635,0.0,2,50.0,50.0,0.0
1578,Robert e bounds,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
1579,John thomason,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1580,Robert d carr jr,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
1581,Keaggy-david,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1582,Ridge lowell h,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1583,Jordan valley llc,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1584,"Jordi, ronald h.",1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1585,Kate,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
1586,K copters,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1587,K. davey and b. davey,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
1588,Kade,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1589,Richard lacourse,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1590,Kainz,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1591,Karr,1.0,1.0,0.0,1.0,0.0,2.0,0.0019919921913906097,0.0,0.0036392750564087635,0.0,1,50.0,50.0,0.0
1592,Kakeldey ronald o,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1593,Kalman george,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1594,"Willingham, dave l.",2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1595,Kaman aerospace corp,1.0,1.0,0.0,0.0,1.0,2.0,0.0019919921913906097,0.0,0.0,0.0002263011751820027,2,50.0,0.0,50.0
1596,Kamtz,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1597,Karpayev vladyslav v,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1598,Richard a. white,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1599,Richard a. denisar,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
1600,Richard a. brown,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1601,Juve richard g,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
1602,Willie,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
1603,Axell charles l,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1604,Richards lancair,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1605,Riddell,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1606,Avions fairey,1.0,1.0,0.0,1.0,0.0,2.0,0.0019919921913906097,0.0,0.0036392750564087635,0.0,2,50.0,50.0,0.0
1607,"Joseph c. andrews, jr.",1.0,1.0,1.0,0.0,0.0,2.0,0.0019919921913906097,0.0046779248725265475,0.0,0.0,1,50.0,50.0,0.0
1608,Joseph e. crosby,1.0,1.0,0.0,0.0,1.0,2.0,0.0019919921913906097,0.0,0.0,0.0002263011751820027,1,50.0,0.0,50.0
1609,Richardson andrew p,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0036392750564087635,0.0002263011751820027,1,0.0,50.0,50.0
1610,Joseph r. sirgo,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1611,Joy,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1612,"Axell, charles",1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1613,Jr. ace,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1614,Richard young,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
1615,Judge,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1616,Richard silva,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1617,Kashan michael,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1618,Richard s duncan,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
1619,Robert j. labonte,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1620,John h. logan,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1621,John h. korb jr.,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1622,Rocci martignoni,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1623,Jdt,1.0,1.0,0.0,0.0,1.0,2.0,0.0019919921913906097,0.0,0.0,0.0002263011751820027,2,50.0,0.0,50.0
1624,Jeff jardine,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1625,William jay kinney,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1626,Jeffair,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1627,Jeffrey wilson,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1628,Jeffs,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1629,Rockwell intl.,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,2,0.0,50.0,50.0
1630,Baking,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1631,"Aviat aircraft, inc.",1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1632,William p. bouda,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,1,0.0,50.0,50.0
1633,Baker victor r,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
1634,Jerome wells,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0036392750564087635,0.0002263011751820027,1,0.0,50.0,50.0
1635,Baker eugene l,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1636,William sargent,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1637,Keithley thomas e,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1638,Javelin aircraft,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1639,Jauch,1.0,1.0,0.0,1.0,0.0,2.0,0.0019919921913906097,0.0,0.0036392750564087635,0.0,2,50.0,50.0,0.0
1640,Roe/pietenpol,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1641,James postlewait,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1642,Rollins,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1643,Bannwart,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1644,Rolladen-schneider gmbh,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,2,0.0,100.0,0.0
1645,Karns,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1646,William freeman,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1647,James m raulerson,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1648,Ballonbau worner gmbh,0.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1649,Roebuck,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1650,William j. knowles,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1651,Revolution,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,2,0.0,50.0,50.0
1652,Roger m allen,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
1653,Rey,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1654,Kelley derrick/leza,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,1,0.0,50.0,50.0
1655,Roger a hansen,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0036392750564087635,0.0002263011751820027,1,0.0,50.0,50.0
1656,Rochette,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1657,Robl,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1658,Bae systems,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1659,Jeska,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1660,Jim price,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1661,Ricardo lopez,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
1662,Jimenez,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1663,Jimi youngblood,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1664,Jimmy hill,1.0,1.0,1.0,0.0,0.0,2.0,0.0019919921913906097,0.0046779248725265475,0.0,0.0,1,50.0,50.0,0.0
1665,Jm kemp,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1666,Jodel-bernier,1.0,1.0,1.0,0.0,0.0,2.0,0.0019919921913906097,0.0046779248725265475,0.0,0.0,1,50.0,50.0,0.0
1667,Robert r. callahan,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,1,0.0,50.0,50.0
1668,Joel h johnson,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0036392750564087635,0.0002263011751820027,1,0.0,50.0,50.0
1669,Robert m. jones,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1670,Johansen,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
1671,Johansen/thiessen,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1672,Robert l. rice,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1673,Kearsley,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1674,John d. williams,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
1675,Jim green,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1676,Rhoads,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1677,Bagnall harold e,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1678,"Bair helicopters, inc.",1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
1679,Jess llc,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1680,William stevens,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1681,Keith kinden,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1682,Jesse saint/troy townsend/etha,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,1,0.0,50.0,50.0
1683,Robinette,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1684,Rgj aviation llc,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1685,"Robin, avions pierre",1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
1686,Bailey n moyes,1.0,1.0,0.0,1.0,0.0,2.0,0.0019919921913906097,0.0,0.0036392750564087635,0.0,1,50.0,50.0,0.0
1687,Jewett,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,1,0.0,50.0,50.0
1688,Rhinehart,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
1689,Rhoades,1.0,1.0,0.0,0.0,1.0,2.0,0.0019919921913906097,0.0,0.0,0.0002263011751820027,2,50.0,0.0,50.0
1690,William t. hodges,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1691,Bailey robert,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,1,0.0,50.0,50.0
1692,Jim braddock,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
1693,Tuberville,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
1694,Wichawk,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1695,Howell,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,1,0.0,50.0,50.0
1696,Haltom,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
1697,Bice,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1698,Weeks,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1699,Scott valdez,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1700,Hamlin john d,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,1,0.0,50.0,50.0
1701,Hammer,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0036392750564087635,0.0002263011751820027,2,0.0,50.0,50.0
1702,Scott mills,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1703,Betts,1.0,1.0,1.0,0.0,0.0,2.0,0.0019919921913906097,0.0046779248725265475,0.0,0.0,1,50.0,50.0,0.0
1704,Scorpion too,1.0,1.0,1.0,0.0,0.0,2.0,0.0019919921913906097,0.0046779248725265475,0.0,0.0,2,50.0,50.0,0.0
1705,Better burn llc/startube div,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,1,0.0,50.0,50.0
1706,Weiss denis,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1707,Hannah,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,2,0.0,100.0,0.0
1708,Hansen,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,2,0.0,100.0,0.0
1709,Hansen david daniel,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
1710,Best off,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0036392750564087635,0.0002263011751820027,2,0.0,50.0,50.0
1711,Weiss-haynes,1.0,1.0,1.0,0.0,0.0,2.0,0.0019919921913906097,0.0046779248725265475,0.0,0.0,1,50.0,50.0,0.0
1712,Hanson lonn,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1713,Harden,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1714,Ham,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,2,0.0,0.0,100.0
1715,Bice david e,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,2,0.0,0.0,100.0
1716,Hauck,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1717,Sea & air sales,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
1718,Haines,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0036392750564087635,0.0002263011751820027,2,0.0,50.0,50.0
1719,Halbert james h,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
1720,Halbrook,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1721,Seele,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1722,Haley,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1723,Hall christen eagle,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
1724,Hall don h,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
1725,Seales,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
1726,Hall thomas k,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0036392750564087635,0.0002263011751820027,1,0.0,50.0,50.0
1727,Hall-cavalier,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1728,Seabourn scott r,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
1729,Hallam,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
1730,Hallbauer,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
